Hour,WEC_SDGE_biomass_1.0,WEC_SDGE_hydroelectric_pumped_storage_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_2.0,WEC_SDGE_natural_gas_fired_combined_cycle_3.0,WEC_SDGE_natural_gas_fired_combined_cycle_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_1.0,WEC_SDGE_natural_gas_fired_combustion_turbine_2.0,WEC_SDGE_natural_gas_fired_combustion_turbine_3.0,WEC_SDGE_natural_gas_fired_combustion_turbine_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_5.0,WEC_SDGE_natural_gas_fired_combustion_turbine_6.0,WEC_SDGE_natural_gas_fired_combustion_turbine_7.0,WEC_SDGE_natural_gas_fired_combustion_turbine_8.0,WEC_SDGE_natural_gas_fired_combustion_turbine_9.0,WEC_SDGE_natural_gas_fired_combustion_turbine_10.0,WEC_SDGE_natural_gas_fired_combustion_turbine_11.0,WEC_SDGE_natural_gas_fired_combustion_turbine_12.0,WEC_SDGE_onshore_wind_turbine_1.0,WEC_SDGE_small_hydroelectric_1.0,WEC_SDGE_solar_photovoltaic_1.0,WEC_SDGE_naturalgas_ccccsavgcf_0.0,WEC_SDGE_naturalgas_ccavgcf_0.0,WEC_SDGE_naturalgas_ctavgcf_0.0,WEC_SDGE_battery_0.0,WEC_SDGE_naturalgas_ccs100_0.0,WEC_SDGE_landbasedwind_ltrg1_1.0,WEC_SDGE_landbasedwind_ltrg1_2.0,WEC_SDGE_utilitypv_losangeles_1.0,WEC_SDGE_utilitypv_losangeles_2.0
3894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0823,0.5757,0,1,1,1,1,1,0.360462248,0.05509562,0,0
3895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0948,0.5757,0,1,1,1,1,1,0.363789976,0.070949614,0,0
3896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1099,0.5757,0,1,1,1,1,1,0.350047767,0.061476544,0,0
3897,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0811,0.5757,0,1,1,1,1,1,0.335675657,0.042680457,0,0
3898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0412,0.5757,0,1,1,1,1,1,0.254303187,0.02425535,0,0
3899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0509,0.5757,0,1,1,1,1,1,0.252361447,0.040929943,0,0
3900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1929,0.5757,0,1,1,1,1,1,0.434698194,0.166263074,0,0
3901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3542,0.5757,0,1,1,1,1,1,0.61633575,0.345429033,0,0
3902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0113,0.5757,0.1577,1,1,1,1,1,0.116482608,0.009249097,0.240837365,0.235899165
3903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0079,0.5757,0.2845,1,1,1,1,1,0.047488801,0.002118976,0.515828252,0.507757366
3904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0041,0.5757,0.4121,1,1,1,1,1,0.017225416,0.004583921,0.676523685,0.67716074
3905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0643,0.5757,0.5179,1,1,1,1,1,0.05270575,0.065724798,0.769756973,0.781944394
3906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0528,0.5757,0.5682,1,1,1,1,1,0.084893107,0.053024504,0.784324229,0.799995422
3907,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5757,0.6063,1,1,1,1,1,0.082193553,0.006539574,0.798834324,0.813786745
3908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0308,0.5757,0.6199,1,1,1,1,1,0.098605856,0.053607389,0.808596134,0.823150575
3909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0789,0.5757,0.6164,1,1,1,1,1,0.126890421,0.116019443,0.814427316,0.823431015
3910,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.354,0.5757,0.6354,1,1,1,1,1,0.317016035,0.44177562,0.847436666,0.85066998
3911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4223,0.5757,0.5932,1,1,1,1,1,0.300254226,0.492678404,0.813928187,0.819462836
3912,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5431,0.5757,0.6274,1,1,1,1,1,0.415916562,0.558504581,0.931959867,0.931607723
3913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.227,0.5757,0.5547,1,1,1,1,1,0.174849331,0.212426335,0.873791575,0.874912322
3914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1893,0.5757,0.4104,1,1,1,1,1,0.209200323,0.145981535,0.710137248,0.706200778
3915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2159,0.5757,0.255,1,1,1,1,1,0.446436286,0.169535607,0.45871222,0.452584684
3916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2614,0.5757,0,1,1,1,1,1,0.575818956,0.242082149,0,0
3917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2697,0.5757,0,1,1,1,1,1,0.648703814,0.254871845,0,0
3918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3029,0.5757,0,1,1,1,1,1,0.705271959,0.266511917,0,0
3919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3307,0.5757,0,1,1,1,1,1,0.724821627,0.286274165,0,0
3920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3245,0.5757,0,1,1,1,1,1,0.732479334,0.271398664,0,0
3921,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.346,0.5757,0,1,1,1,1,1,0.736708879,0.300069988,0,0
3922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3816,0.5757,0,1,1,1,1,1,0.762236357,0.345121384,0,0
3923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4213,0.5757,0,1,1,1,1,1,0.78709662,0.405689955,0,0
3924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4001,0.5757,0,1,1,1,1,1,0.791357577,0.386367708,0,0
3925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4696,0.5757,0,1,1,1,1,1,0.837079048,0.39505139,0,0
3926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.483,0.5757,0.1161,1,1,1,1,1,0.824078798,0.380410999,0.168674469,0.170447111
3927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4251,0.5757,0.319,1,1,1,1,1,0.779199243,0.347490221,0.608450055,0.558410287
3928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1665,0.5757,0.4551,1,1,1,1,1,0.477080286,0.119791716,0.782923877,0.736141622
3929,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1151,0.5757,0.577,1,1,1,1,1,0.23123911,0.08938776,0.902210116,0.87764132
3930,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1184,0.5757,0.6303,1,1,1,1,1,0.106402881,0.119845122,0.921890736,0.902944088
3931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1543,0.5757,0.6732,1,1,1,1,1,0.093101986,0.146440834,0.939591229,0.929711461
3932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3254,0.5757,0.706,1,1,1,1,1,0.227417976,0.326933891,0.954641283,0.956465185
3933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3872,0.5757,0.7171,1,1,1,1,1,0.334587216,0.364055872,0.947365046,0.946967602
3934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4419,0.5757,0.7221,1,1,1,1,1,0.497688115,0.438518941,0.960512578,0.962253332
3935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4005,0.5757,0.6889,1,1,1,1,1,0.543490767,0.436247677,0.95141995,0.953270614
3936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1874,0.5757,0.6396,1,1,1,1,1,0.263771117,0.211307675,0.932845235,0.936414719
3937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.252,0.5757,0.5708,1,1,1,1,1,0.31398654,0.254736662,0.891592979,0.895333529
3938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3972,0.5757,0.4219,1,1,1,1,1,0.423660427,0.426446557,0.725724578,0.728028297
3939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.475,0.5757,0.2611,1,1,1,1,1,0.566387117,0.471489489,0.463800967,0.470167875
3940,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3775,0.5757,0,1,1,1,1,1,0.611577749,0.369629323,0,0
3941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3633,0.5757,0,1,1,1,1,1,0.650773406,0.344949961,0,0
3942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3943,0.5757,0,1,1,1,1,1,0.721431971,0.389090359,0,0
3943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4591,0.5757,0,1,1,1,1,1,0.793125629,0.4616476,0,0
3944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4263,0.5757,0,1,1,1,1,1,0.791331291,0.429905653,0,0
3945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5529,0.5757,0,1,1,1,1,1,0.837310553,0.571379662,0,0
3946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5128,0.5757,0,1,1,1,1,1,0.821605623,0.541235864,0,0
3947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4957,0.5757,0,1,1,1,1,1,0.824472129,0.480031133,0,0
3948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4678,0.5757,0,1,1,1,1,1,0.811745167,0.429573476,0,0
3949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5232,0.5757,0,1,1,1,1,1,0.81999892,0.512289762,0,0
3950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4674,0.5757,0.103,1,1,1,1,1,0.769858956,0.423162043,0.187197953,0.165079564
3951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.348,0.5757,0.2849,1,1,1,1,1,0.57530874,0.341683388,0.528279066,0.504079103
3952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1663,0.5757,0.4244,1,1,1,1,1,0.182903051,0.164215297,0.755686879,0.716742754
3953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0855,0.5757,0.5549,1,1,1,1,1,0.084427461,0.080302261,0.916324735,0.880877614
3954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0478,0.5757,0.6358,1,1,1,1,1,0.014400112,0.043524817,0.936725318,0.931482971
3955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0499,0.5757,0.6917,1,1,1,1,1,0.023787806,0.057800684,0.949850798,0.942446947
3956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0005,0.5757,0.7178,1,1,1,1,1,0.035553526,0.005351439,0.952330828,0.95216161
3957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0289,0.5757,0.7145,1,1,1,1,1,0.084920585,0.046731729,0.945346713,0.943867683
3958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2957,0.5757,0.7244,1,1,1,1,1,0.191793486,0.383535862,0.979019284,0.975287914
3959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1935,0.5757,0.6828,1,1,1,1,1,0.199030221,0.195603341,0.9520787,0.952830911
3960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2775,0.5757,0.6373,1,1,1,1,1,0.154831782,0.286468089,0.931770802,0.936627388
3961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2353,0.5757,0.5626,1,1,1,1,1,0.155034423,0.216540992,0.879373789,0.882004499
3962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1578,0.5757,0.4135,1,1,1,1,1,0.106219143,0.155051261,0.709899426,0.709142923
3963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1931,0.5757,0.2508,1,1,1,1,1,0.159158647,0.125651151,0.447162449,0.444456518
3964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2528,0.5757,0,1,1,1,1,1,0.443697482,0.199772581,0,0
3965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3097,0.5757,0,1,1,1,1,1,0.619994819,0.315359801,0,0
3966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2644,0.5757,0,1,1,1,1,1,0.645281494,0.264505416,0,0
3967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2517,0.5757,0,1,1,1,1,1,0.63810271,0.234536514,0,0
3968,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2476,0.5757,0,1,1,1,1,1,0.576874018,0.241969109,0,0
3969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3579,0.5757,0,1,1,1,1,1,0.647099733,0.379291803,0,0
3970,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2906,0.5757,0,1,1,1,1,1,0.625304222,0.304980546,0,0
3971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3568,0.5757,0,1,1,1,1,1,0.651746809,0.368755639,0,0
3972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2905,0.5757,0,1,1,1,1,1,0.600602269,0.295140147,0,0
3973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3175,0.5757,0,1,1,1,1,1,0.613680065,0.316530049,0,0
3974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2225,0.5757,0.0846,1,1,1,1,1,0.445014775,0.226326168,0.151057482,0.128306985
3975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0427,0.5757,0.2868,1,1,1,1,1,0.206570864,0.055035435,0.562954307,0.500857949
3976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0001,0.5757,0.4134,1,1,1,1,1,0.00588633,0.002128971,0.717134237,0.694959342
3977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0011,0.5757,0.5269,1,1,1,1,1,0.003775768,0.002078995,0.8195436,0.796802282
3978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0149,0.5757,0.6011,1,1,1,1,1,0.016849447,0.013430346,0.877572596,0.844855309
3979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0064,0.5757,0.6607,1,1,1,1,1,0.015567104,0.000950035,0.916441739,0.879769444
3980,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0119,0.5757,0.6938,1,1,1,1,1,0.049823467,0.004887776,0.945385158,0.917443752
3981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0167,0.5757,0.6961,1,1,1,1,1,0.104398288,0.005921357,0.941297889,0.919110537
3982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0324,0.5757,0.7147,1,1,1,1,1,0.181178227,0.011736458,0.971435428,0.942157328
3983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0189,0.5757,0.6699,1,1,1,1,1,0.087552227,0.003667449,0.933178306,0.918566167
3984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.018,0.5757,0.6289,1,1,1,1,1,0.065921515,0.001313711,0.921751618,0.918385744
3985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0083,0.5757,0.5528,1,1,1,1,1,0.037510462,0.000199903,0.870937467,0.86856246
3986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003,0.5757,0.4023,1,1,1,1,1,0.011236802,0.003583725,0.707298994,0.698070288
3987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0022,0.5757,0.2413,1,1,1,1,1,0.001932004,0.00158418,0.45287624,0.437196136
3988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0192,0.5757,0,1,1,1,1,1,0.025800329,0.013610428,0,0
3989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0624,0.5757,0,1,1,1,1,1,0.173313498,0.067411244,0,0
3990,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1275,0.5757,0,1,1,1,1,1,0.421287656,0.142407924,0,0
3991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0863,0.5757,0,1,1,1,1,1,0.326733142,0.081099443,0,0
3992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0387,0.5757,0,1,1,1,1,1,0.232620567,0.018734029,0,0
3993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0093,0.5757,0,1,1,1,1,1,0.102214351,0,0,0
3994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0024,0.5757,0,1,1,1,1,1,0.069550529,0.000534742,0,0
3995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0057,0.5757,0,1,1,1,1,1,0.103910394,0.018330954,0,0
3996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0002,0.5757,0,1,1,1,1,1,0.091564968,0.015847115,0,0
3997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011,0.5757,0,1,1,1,1,1,0.104977608,0.000782431,0,0
3998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0069,0.5757,0.1252,1,1,1,1,1,0.056083702,0.005747484,0.200489998,0.122278988
3999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0106,0.5757,0.2928,1,1,1,1,1,0.099695899,0.004969928,0.535275519,0.490689069
4000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1174,0.5757,0.4499,1,1,1,1,1,0.185145527,0.121977881,0.747802496,0.716585755
4001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3971,0.5757,0.5808,1,1,1,1,1,0.258130819,0.46174106,0.90900445,0.892492056
4002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4928,0.5757,0.6489,1,1,1,1,1,0.307969093,0.542303562,0.936647534,0.929541111
4003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3158,0.5757,0.6944,1,1,1,1,1,0.156678095,0.334275097,0.955687642,0.94371748
4004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4467,0.5757,0.7186,1,1,1,1,1,0.307949483,0.462602496,0.967769742,0.955531955
4005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4096,0.5757,0.7158,1,1,1,1,1,0.275862038,0.400965989,0.947415471,0.94786799
4006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5625,0.5757,0.7214,1,1,1,1,1,0.358809561,0.548096716,0.963539302,0.96324861
4007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4965,0.5757,0.6866,1,1,1,1,1,0.263035744,0.48783493,0.950463414,0.953344524
4008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5821,0.5757,0.6435,1,1,1,1,1,0.356244326,0.544976294,0.936443329,0.940464556
4009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2951,0.5757,0.5623,1,1,1,1,1,0.208863109,0.268494636,0.878665566,0.882092595
4010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4038,0.5757,0.4135,1,1,1,1,1,0.252459645,0.434580088,0.716580391,0.714402318
4011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2529,0.5757,0.2531,1,1,1,1,1,0.139485627,0.289857239,0.455904305,0.451406062
4012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0729,0.5757,0,1,1,1,1,1,0.04775906,0.114644252,0,0
4013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0244,0.5757,0,1,1,1,1,1,0.01228185,0.043550611,0,0
4014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0517,0.5757,0,1,1,1,1,1,0.025761865,0.078577295,0,0
4015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0645,0.5757,0,1,1,1,1,1,0.089153066,0.093701534,0,0
4016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0413,0.5757,0,1,1,1,1,1,0.056138709,0.070017233,0,0
4017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0739,0.5757,0,1,1,1,1,1,0.049240425,0.096189111,0,0
4018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0481,0.5757,0,1,1,1,1,1,0.037866153,0.079938933,0,0
4019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0685,0.5757,0,1,1,1,1,1,0.035706881,0.093949027,0,0
4020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0925,0.5757,0,1,1,1,1,1,0.097864307,0.111723378,0,0
4021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0725,0.5757,0,1,1,1,1,1,0.048289612,0.080489799,0,0
4022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.066,0.5757,0.1675,1,1,1,1,1,0.028810414,0.057948932,0.265375584,0.253223538
4023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0205,0.5757,0.3158,1,1,1,1,1,0.018823547,0.018566642,0.580854535,0.571611404
4024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5757,0.4639,1,1,1,1,1,0.000245703,0.003063519,0.778320611,0.774955332
4025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5757,0.5803,1,1,1,1,1,0,0.000739642,0.884999633,0.890595675
4026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5757,0.64,1,1,1,1,1,0,0,0.902295589,0.91309917
4027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0002,0.5757,0.6862,1,1,1,1,1,0.025980188,0,0.917306662,0.923782885
4028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0019,0.5757,0.718,1,1,1,1,1,0.190935791,0.012093865,0.934412479,0.936481595
4029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0337,0.5757,0.7116,1,1,1,1,1,0.209489495,0.069312148,0.929451466,0.930993676
4030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1278,0.5757,0.7311,1,1,1,1,1,0.219765231,0.177764207,0.963346601,0.96611011
4031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3573,0.5757,0.6846,1,1,1,1,1,0.255868971,0.389327586,0.941503048,0.949243903
4032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3482,0.5757,0.6317,1,1,1,1,1,0.176657617,0.37301603,0.927209139,0.933680534
4033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4713,0.5757,0.5566,1,1,1,1,1,0.362622827,0.436691254,0.878986299,0.880326688
4034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3649,0.5757,0.4058,1,1,1,1,1,0.310474247,0.307751894,0.699497402,0.695930839
4035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2865,0.5757,0.2458,1,1,1,1,1,0.529357314,0.247043669,0.442885041,0.438289434
4036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1309,0.5757,0,1,1,1,1,1,0.451470673,0.12457408,0,0
4037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2606,0.5757,0,1,1,1,1,1,0.703713536,0.25249812,0,0
4038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3252,0.5757,0,1,1,1,1,1,0.704486847,0.321115643,0,0
4039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4292,0.5757,0,1,1,1,1,1,0.797539949,0.400126696,0,0
4040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4707,0.5757,0,1,1,1,1,1,0.813003778,0.458904535,0,0
4041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5344,0.5757,0,1,1,1,1,1,0.836936355,0.537861705,0,0
4042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5159,0.5757,0,1,1,1,1,1,0.830192685,0.515104175,0,0
4043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5425,0.5757,0,1,1,1,1,1,0.806291521,0.513176978,0,0
4044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6353,0.5757,0,1,1,1,1,1,0.82509762,0.59271431,0,0
4045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5966,0.5757,0,1,1,1,1,1,0.841559649,0.592716217,0,0
4046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4448,0.5757,0.1347,1,1,1,1,1,0.835310638,0.358709514,0.248855174,0.21221441
4047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3353,0.5757,0.3014,1,1,1,1,1,0.766520679,0.220961213,0.568825662,0.527622521
4048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3471,0.5757,0.445,1,1,1,1,1,0.703515768,0.258475065,0.750993133,0.714084983
4049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1909,0.5757,0.5725,1,1,1,1,1,0.37433219,0.135580495,0.883955836,0.864824653
4050,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1829,0.5757,0.6329,1,1,1,1,1,0.301273584,0.129177094,0.906746984,0.91064024
4051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1925,0.5757,0.6777,1,1,1,1,1,0.36375916,0.144565821,0.9157359,0.920817971
