Hour,Demand
4830,3178
4831,2831
4832,2544
4833,2336
4834,2171
4835,2075
4836,2062
4837,2134
4838,2268
4839,2387
4840,2695
4841,3070
4842,3450
4843,3750
4844,3760
4845,3694
4846,3760
4847,3822
4848,3867
4849,3880
4850,3829
4851,3717
4852,3537
4853,3398
4854,3152
4855,2822
4856,2544
4857,2367
4858,2197
4859,2073
4860,2053
4861,2117
4862,2224
4863,2307
4864,2573
4865,2959
4866,3342
4867,3586
4868,3602
4869,3544
4870,3640
4871,3715
4872,3732
4873,3781
4874,3802
4875,3654
4876,3483
4877,3352
4878,3088
4879,2701
4880,2352
4881,2114
4882,1996
4883,2001
4884,2044
4885,2218
4886,2409
4887,2677
4888,2974
4889,3281
4890,3543
4891,3709
4892,3940
4893,4043
4894,4101
4895,4100
4896,4084
4897,4016
4898,3883
4899,3713
4900,3555
4901,3415
4902,3127
4903,2754
4904,2435
4905,2238
4906,2109
4907,2093
4908,2165
4909,2301
4910,2499
4911,2652
4912,2914
4913,3190
4914,3401
4915,3529
4916,3738
4917,3839
4918,3891
4919,3939
4920,3930
4921,3887
4922,3708
4923,3574
4924,3400
4925,3300
4926,3082
4927,2753
4928,2466
4929,2280
4930,2101
4931,1982
4932,2002
4933,2122
4934,2301
4935,2488
4936,2810
4937,3178
4938,3469
4939,3706
4940,3662
4941,3543
4942,3618
4943,3650
4944,3667
4945,3668
4946,3604
4947,3487
4948,3324
4949,3212
4950,2962
4951,2600
4952,2318
4953,2182
4954,2085
4955,1986
4956,1986
4957,2119
4958,2285
4959,2504
4960,2801
4961,3154
4962,3449
4963,3673
4964,3623
4965,3489
4966,3530
4967,3564
4968,3586
4969,3595
4970,3518
4971,3411
4972,3258
4973,3169
4974,2911
4975,2582
4976,2316
4977,2175
4978,2033
4979,1941
4980,1975
4981,2089
4982,2264
4983,2436
4984,2749
4985,3113
4986,3414
4987,3646
4988,3585
4989,3432
4990,3464
4991,3488
4992,3500
4993,3507
4994,3438
4995,3339
4996,3182
4997,3094
4998,2865
4999,2565
5000,2316
5001,2160
5002,2015
5003,1936
5004,1941
5005,2026
5006,2159
5007,2267
5008,2514
5009,2842
5010,3160
5011,3389
5012,3343
5013,3218
5014,3251
5015,3286
5016,3323
5017,3352
5018,3333
5019,3264
5020,3132
5021,3052
5022,2811
5023,2534
5024,2317
5025,2164
5026,2022
5027,1932
5028,1921
5029,2002
5030,2121
5031,2215
5032,2457
5033,2737
5034,3034
5035,3259
5036,3234
5037,3134
5038,3209
5039,3276
5040,3332
5041,3387
5042,3422
5043,3324
5044,3206
5045,3131
5046,2886
5047,2547
5048,2272
5049,2076
5050,1981
5051,1974
5052,2025
5053,2169
5054,2417
5055,2598
5056,2891
5057,3168
5058,3391
5059,3539
5060,3756
5061,3886
5062,3961
5063,3995
5064,3960
5065,3841
5066,3674
5067,3515
5068,3386
5069,3280
5070,3020
5071,2642
5072,2292
5073,2079
5074,1985
5075,1963
5076,1989
5077,2121
5078,2369
5079,2591
5080,2894
5081,3168
5082,3388
5083,3515
5084,3698
5085,3800
5086,3831
5087,3850
5088,3836
5089,3781
5090,3616
5091,3501
5092,3362
5093,3285
5094,3000
5095,2661
5096,2359
5097,2185
5098,2044
5099,1950
5100,1990
5101,2122
5102,2329
5103,2527
5104,2870
5105,3255
5106,3584
5107,3819
5108,3793
5109,3672
5110,3752
5111,3831
5112,3861
5113,3869
5114,3781
5115,3665
5116,3504
5117,3389
5118,3106
5119,2730
5120,2427
5121,2273
5122,2122
5123,2010
5124,2015
5125,2139
5126,2324
5127,2544
5128,2886
5129,3281
5130,3617
5131,3882
5132,3876
5133,3772
5134,3870
5135,3952
5136,3987
5137,3971
5138,3890
5139,3754
5140,3582
5141,3512
5142,3280
5143,2956
5144,2665
5145,2380
5146,2134
5147,2045
5148,2057
5149,2202
5150,2415
5151,2633
5152,2913
5153,3266
5154,3581
5155,3822
5156,3794
5157,3674
5158,3728
5159,3783
5160,3774
5161,3747
5162,3659
5163,3511
5164,3361
5165,3309
5166,3063
5167,2769
5168,2539
5169,2406
5170,2282
5171,2171
5172,2127
5173,2197
5174,2308
5175,2410
5176,2623
5177,2944
5178,3258
5179,3487
5180,3447
5181,3341
5182,3352
5183,3391
5184,3402
5185,3393
5186,3325
5187,3240
5188,3125
5189,3079
5190,2866
5191,2574
5192,2323
5193,2178
5194,2029
5195,1934
5196,1930
5197,2013
5198,2137
5199,2250
5200,2480
5201,2791
5202,3119
5203,3386
5204,3358
5205,3265
5206,3344
5207,3415
5208,3468
5209,3529
5210,3566
5211,3446
5212,3321
5213,3233
5214,2949
5215,2583
5216,2246
5217,2033
5218,1920
5219,1928
5220,1977
5221,2116
5222,2350
5223,2590
5224,2923
5225,3249
5226,3517
5227,3708
5228,3962
5229,4112
5230,4215
5231,4295
5232,4323
5233,4283
5234,4156
5235,3996
5236,3823
5237,3700
5238,3354
5239,2909
5240,2536
5241,2284
5242,2188
5243,2123
5244,2138
5245,2275
5246,2517
5247,2761
5248,3104
5249,3413
5250,3681
5251,3883
5252,4159
5253,4312
5254,4429
5255,4496
5256,4498
5257,4417
5258,4219
5259,4067
5260,3897
5261,3789
5262,3451
5263,3033
5264,2700
5265,2474
5266,2295
5267,2181
5268,2183
5269,2285
5270,2502
5271,2729
5272,3096
5273,3522
5274,3895
5275,4188
5276,4210
5277,4159
5278,4291
5279,4391
5280,4437
5281,4440
5282,4336
5283,4188
5284,3976
5285,3836
5286,3478
5287,3080
5288,2751
5289,2540
5290,2365
5291,2243
5292,2237
5293,2355
5294,2572
5295,2793
5296,3106
5297,3518
5298,3922
5299,4257
5300,4296
5301,4261
5302,4380
5303,4436
5304,4435
5305,4414
5306,4317
5307,4183
5308,3998
5309,3869
5310,3535
5311,3130
5312,2791
5313,2589
5314,2402
5315,2273
5316,2254
5317,2360
5318,2571
5319,2788
5320,3132
5321,3593
5322,3984
5323,4325
5324,4354
5325,4298
5326,4406
5327,4473
5328,4496
5329,4487
5330,4377
5331,4231
5332,4029
5333,3892
5334,3544
5335,3159
5336,2841
5337,2594
5338,2420
5339,2301
5340,2265
5341,2322
5342,2456
5343,2593
5344,2867
5345,3253
5346,3637
5347,3986
5348,4040
5349,4027
5350,4122
5351,4213
5352,4223
5353,4204
5354,4093
5355,3953
5356,3794
5357,3673
5358,3360
5359,3023
5360,2744
5361,2572
5362,2380
5363,2267
5364,2249
5365,2309
5366,2418
5367,2493
5368,2755
5369,3157
5370,3535
5371,3860
5372,3921
5373,3905
5374,4025
5375,4116
5376,4152
5377,4162
5378,4169
5379,4000
5380,3843
5381,3716
5382,3403
5383,3019
5384,2647
5385,2403
5386,2295
5387,2260
5388,2281
5389,2414
5390,2654
5391,2929
5392,3276
5393,3613
5394,3901
5395,4147
5396,4456
5397,4629
5398,4745
5399,4813
5400,4784
5401,4670
5402,4484
5403,4285
5404,4111
5405,3961
5406,3586
5407,3140
5408,2728
5409,2466
5410,2310
5411,2262
5412,2285
5413,2411
5414,2672
5415,2919
5416,3258
5417,3565
5418,3855
5419,4087
5420,4349
5421,4514
5422,4618
5423,4677
5424,4645
5425,4555
5426,4338
5427,4151
5428,3951
5429,3822
5430,3474
5431,3064
5432,2714
5433,2503
5434,2363
5435,2256
5436,2261
5437,2380
5438,2607
5439,2869
5440,3207
5441,3557
5442,3871
5443,4112
5444,4119
5445,4044
5446,4142
5447,4214
5448,4197
5449,4139
5450,4001
5451,3842
5452,3699
5453,3611
5454,3293
5455,2922
5456,2613
5457,2417
5458,2274
5459,2167
5460,2170
5461,2293
5462,2538
5463,2793
5464,3105
5465,3473
5466,3805
5467,4063
5468,4038
5469,3969
5470,4087
5471,4170
5472,4164
5473,4140
5474,4020
5475,3895
5476,3752
5477,3656
5478,3310
5479,2916
5480,2616
5481,2425
5482,2275
5483,2167
5484,2181
5485,2298
5486,2523
5487,2797
5488,3160
5489,3558
5490,3915
5491,4198
5492,4183
5493,4081
5494,4140
5495,4170
5496,4159
5497,4130
5498,4034
5499,3869
5500,3696
5501,3596
5502,3278
5503,2927
5504,2658
5505,2486
5506,2328
5507,2207
5508,2192
5509,2266
5510,2418
5511,2522
5512,2797
5513,3197
5514,3585
5515,3869
5516,3875
5517,3809
5518,3870
5519,3920
5520,3920
5521,3926
5522,3849
5523,3718
5524,3551
5525,3434
5526,3147
5527,2838
5528,2570
5529,2382
5530,2231
5531,2097
5532,2105
5533,2181
5534,2303
5535,2409
5536,2657
5537,3039
5538,3370
5539,3644
5540,3673
5541,3639
5542,3720
5543,3789
5544,3821
5545,3806
5546,3811
5547,3661
5548,3532
5549,3420
5550,3109
5551,2715
5552,2389
5553,2169
5554,2094
5555,2099
5556,2144
5557,2279
5558,2531
5559,2774
5560,3115
5561,3424
5562,3681
5563,3869
5564,4116
5565,4258
5566,4332
5567,4388
5568,4405
5569,4327
5570,4164
5571,3963
5572,3809
5573,3670
5574,3327
5575,2908
5576,2524
5577,2341
5578,2326
5579,2380
5580,2445
5581,2545
5582,2754
5583,2948
5584,3178
5585,3407
5586,3625
5587,3783
5588,3968
5589,4132
5590,4211
5591,4242
5592,4200
5593,4094
5594,3900
5595,3753
5596,3617
5597,3554
5598,3257
5599,2920
5600,2625
5601,2424
5602,2255
5603,2123
5604,2129
5605,2233
5606,2456
5607,2710
5608,3062
5609,3403
5610,3733
5611,3993
5612,3897
5613,3756
5614,3804
5615,3850
5616,3839
5617,3810
5618,3695
5619,3554
5620,3463
5621,3376
5622,3073
5623,2707
5624,2399
5625,2232
5626,2110
5627,2019
5628,2058
5629,2196
5630,2413
5631,2707
5632,3031
5633,3376
5634,3667
5635,3896
5636,3860
5637,3746
5638,3818
5639,3862
5640,3865
5641,3827
5642,3714
5643,3577
5644,3486
5645,3408
5646,3079
5647,2691
5648,2404
5649,2237
5650,2130
5651,2063
5652,2103
5653,2212
5654,2447
5655,2722
5656,3022
5657,3365
5658,3663
5659,3872
5660,3806
5661,3691
5662,3767
5663,3815
5664,3822
5665,3800
5666,3678
5667,3519
5668,3394
5669,3290
5670,2984
5671,2672
5672,2407
5673,2231
5674,2093
5675,1989
5676,1989
5677,2084
5678,2236
5679,2395
5680,2644
5681,2980
5682,3278
5683,3484
5684,3420
5685,3322
5686,3362
5687,3394
5688,3402
5689,3393
5690,3325
5691,3205
5692,3108
5693,3031
5694,2753
5695,2447
5696,2208
5697,2061
5698,1955
5699,1860
5700,1845
5701,1942
5702,2075
5703,2200
5704,2425
5705,2745
5706,3028
5707,3231
5708,3196
5709,3094
5710,3106
5711,3153
5712,3186
5713,3222
5714,3242
5715,3126
5716,3083
5717,3036
5718,2728
5719,2368
5720,2079
5721,1881
5722,1837
5723,1856
5724,1896
5725,2083
5726,2378
5727,2661
5728,2909
5729,3143
5730,3334
5731,3464
5732,3672
5733,3806
5734,3888
5735,3979
5736,4008
5737,3977
5738,3887
5739,3704
5740,3582
5741,3481
5742,3146
5743,2724
5744,2386
5745,2132
5746,2044
5747,2061
5748,2099
5749,2302
5750,2587
5751,2829
5752,3061
5753,3305
5754,3527
5755,3681
5756,3919
5757,4074
5758,4130
5759,4181
5760,4198
5761,4164
5762,3983
5763,3831
5764,3737
5765,3678
5766,3350
5767,2948
5768,2624
5769,2411
5770,2304
5771,2223
5772,2166
5773,2340
5774,2561
5775,2818
5776,3137
5777,3491
5778,3828
5779,4107
5780,4118
5781,4046
5782,4140
5783,4228
5784,4259
5785,4248
5786,4139
5787,3972
5788,3851
5789,3768
5790,3429
5791,3029
5792,2708
5793,2467
5794,2362
5795,2303
5796,2278
5797,2434
5798,2645
5799,2887
5800,3183
5801,3519
5802,3854
5803,4117
5804,4085
5805,3990
5806,4031
5807,3989
5808,3913
5809,3831
5810,3718
5811,3585
5812,3533
5813,3471
5814,3159
5815,2776
5816,2481
5817,2262
5818,2224
5819,2167
5820,2105
5821,2286
5822,2522
5823,2779
5824,3058
5825,3402
5826,3737
5827,3938
5828,3891
5829,3769
5830,3807
5831,3816
5832,3811
5833,3766
5834,3633
5835,3465
5836,3382
5837,3300
5838,3003
5839,2681
5840,2401
5841,2227
5842,2131
5843,2045
5844,2017
5845,2138
5846,2278
5847,2376
5848,2557
5849,2875
5850,3172
5851,3387
5852,3335
5853,3244
5854,3314
5855,3349
5856,3388
5857,3396
5858,3333
5859,3217
5860,3134
5861,3070
5862,2800
5863,2509
5864,2280
5865,2094
5866,2014
5867,1975
5868,2006
5869,2088
5870,2194
5871,2260
5872,2403
5873,2687
5874,2988
5875,3203
5876,3158
5877,3087
5878,3146
5879,3238
5880,3310
5881,3370
5882,3392
5883,3258
5884,3172
5885,3094
5886,2804
5887,2480
5888,2179
5889,1946
5890,1864
5891,1901
5892,1925
5893,2064
5894,2258
5895,2370
5896,2554
5897,2760
5898,3009
5899,3177
5900,3413
5901,3559
5902,3659
5903,3740
5904,3796
5905,3782
5906,3687
5907,3516
5908,3457
5909,3372
5910,3046
5911,2667
5912,2359
5913,2130
5914,2064
5915,2076
5916,2099
5917,2272
5918,2545
5919,2795
5920,3022
5921,3255
5922,3470
5923,3630
5924,3863
5925,3983
5926,4064
5927,4124
5928,4149
5929,4102
5930,3895
5931,3723
5932,3644
5933,3541
5934,3184
5935,2779
5936,2450
5937,2213
5938,2144
5939,2090
5940,2121
5941,2244
5942,2452
5943,2704
5944,2996
5945,3284
5946,3539
5947,3730
5948,3679
5949,3573
5950,3613
5951,3656
5952,3667
5953,3636
5954,3537
5955,3420
5956,3432
5957,3375
5958,3079
5959,2682
5960,2405
5961,2182
5962,2072
5963,2028
5964,2022
5965,2191
5966,2437
5967,2732
5968,3027
5969,3348
5970,3649
5971,3856
5972,3817
5973,3725
5974,3811
5975,3864
5976,3898
5977,3889
5978,3759
5979,3590
5980,3540
5981,3455
5982,3115
5983,2726
5984,2402
5985,2232
5986,2124
5987,2056
5988,2059
5989,2199
5990,2441
5991,2706
5992,3015
5993,3338
5994,3639
5995,3848
5996,3824
5997,3738
5998,3821
5999,3882
6000,3901
6001,3866
6002,3740
6003,3565
6004,3486
6005,3368
6006,3060
6007,2724
6008,2435
6009,2250
6010,2109
6011,2041
6012,2038
6013,2127
6014,2283
6015,2453
6016,2664
6017,3003
6018,3274
6019,3524
6020,3549
6021,3518
6022,3604
6023,3664
6024,3689
6025,3677
6026,3573
6027,3433
6028,3392
6029,3290
6030,2994
6031,2665
6032,2392
6033,2234
6034,2112
6035,2024
6036,2009
6037,2085
6038,2226
6039,2367
6040,2576
6041,2890
6042,3206
6043,3440
6044,3450
6045,3418
6046,3513
6047,3590
6048,3632
6049,3633
6050,3610
6051,3447
6052,3434
6053,3284
6054,2901
6055,2514
6056,2195
6057,2009
6058,1944
6059,1970
6060,2026
6061,2168
6062,2451
6063,2738
6064,3028
6065,3260
6066,3467
6067,3622
6068,3824
6069,3857
6070,3823
6071,3763
6072,3719
6073,3909
6074,3759
6075,3585
6076,3570
6077,3441
6078,3098
6079,2729
6080,2459
6081,2239
6082,2133
6083,2069
6084,2088
6085,2258
6086,2601
6087,2865
6088,3058
6089,3240
6090,3402
6091,3504
6092,3682
6093,3769
6094,3814
6095,3827
6096,3810
6097,3717
6098,3515
6099,3382
6100,3386
6101,3279
6102,2946
6103,2578
6104,2284
6105,2129
6106,2015
6107,1964
6108,1994
6109,2120
6110,2336
6111,2699
6112,3002
6113,3292
6114,3553
6115,3755
6116,3727
6117,3651
6118,3730
6119,3814
6120,3856
6121,3844
6122,3730
6123,3578
6124,3564
6125,3422
6126,3036
6127,2660
6128,2331
6129,2168
6130,2044
6131,1960
6132,1983
6133,2086
6134,2323
6135,2655
6136,2968
6137,3271
6138,3576
6139,3837
6140,3843
6141,3787
6142,3901
6143,3985
6144,4040
6145,4042
6146,3946
6147,3782
6148,3738
6149,3571
6150,3176
6151,2748
6152,2465
6153,2257
6154,2079
6155,1963
6156,1973
6157,2096
6158,2329
6159,2634
6160,2930
6161,3276
6162,3631
6163,3908
6164,3933
6165,3915
6166,4028
6167,4119
6168,4148
6169,4147
6170,4027
6171,3846
6172,3766
6173,3577
6174,3174
6175,2787
6176,2456
6177,2238
6178,2075
6179,1955
6180,1940
6181,2019
6182,2163
6183,2341
6184,2570
6185,2924
6186,3283
6187,3565
6188,3618
6189,3616
6190,3701
6191,3774
6192,3818
6193,3817
6194,3725
6195,3569
6196,3496
6197,3306
6198,2968
6199,2619
6200,2332
6201,2162
6202,2029
6203,1954
6204,1943
6205,2003
6206,2136
6207,2247
6208,2455
6209,2751
6210,3035
6211,3322
6212,3327
6213,3285
6214,3351
6215,3434
6216,3483
6217,3498
6218,3491
6219,3322
6220,3310
6221,3168
6222,2814
6223,2423
6224,2121
6225,1938
6226,1840
6227,1835
6228,1886
6229,2035
6230,2311
6231,2624
6232,2902
6233,3108
6234,3295
6235,3409
6236,3580
6237,3700
6238,3760
6239,3795
6240,3819
6241,3755
6242,3599
6243,3414
6244,3408
6245,3242
6246,2875
6247,2468
6248,2122
6249,1925
6250,1855
6251,1853
6252,1898
6253,2045
6254,2288
6255,2602
6256,2874
6257,3062
6258,3231
6259,3349
6260,3521
6261,3622
6262,3697
6263,3744
6264,3752
6265,3684
6266,3491
6267,3341
6268,3346
6269,3217
6270,2849
6271,2460
6272,2165
6273,2026
6274,1908
6275,1819
6276,1836
6277,1972
6278,2218
6279,2545
6280,2824
6281,3098
6282,3381
6283,3609
6284,3580
6285,3495
6286,3563
6287,3651
6288,3681
6289,3663
6290,3557
6291,3397
6292,3402
6293,3241
6294,2863
6295,2458
6296,2169
6297,1989
6298,1873
6299,1789
6300,1810
6301,1935
6302,2172
6303,2475
6304,2793
6305,3120
6306,3400
6307,3640
6308,3631
6309,3585
6310,3701
6311,3786
6312,3818
6313,3798
6314,3676
6315,3502
6316,3501
6317,3337
6318,2962
6319,2550
6320,2240
6321,2071
6322,1956
6323,1870
6324,1897
6325,2024
6326,2249
6327,2564
6328,2839
6329,3120
6330,3412
6331,3664
6332,3683
6333,3643
6334,3765
6335,3833
6336,3830
6337,3780
6338,3625
6339,3465
6340,3441
6341,3268
6342,2919
6343,2570
6344,2280
6345,2085
6346,1946
6347,1848
6348,1850
6349,1949
6350,2114
6351,2316
6352,2537
6353,2850
6354,3140
6355,3391
6356,3399
6357,3361
6358,3440
6359,3519
6360,3541
6361,3508
6362,3409
6363,3299
6364,3301
6365,3136
6366,2818
6367,2501
6368,2228
6369,2062
6370,1920
6371,1833
6372,1847
6373,1922
6374,2064
6375,2226
6376,2432
6377,2723
6378,3033
6379,3289
6380,3320
6381,3328
6382,3458
6383,3556
6384,3602
6385,3610
6386,3596
6387,3437
6388,3434
6389,3241
6390,2866
6391,2477
6392,2143
6393,1913
6394,1839
6395,1837
6396,1871
6397,2011
6398,2300
6399,2630
6400,2898
6401,3101
6402,3299
6403,3435
6404,3621
6405,3734
6406,3813
6407,3849
6408,3834
6409,3751
6410,3566
6411,3379
6412,3388
6413,3205
6414,2829
6415,2433
6416,2103
6417,1892
6418,1795
6419,1791
6420,1844
6421,1986
6422,2253
6423,2582
6424,2827
6425,2971
6426,3157
6427,3269
6428,3433
6429,3526
6430,3550
6431,3572
6432,3559
6433,3475
6434,3265
6435,3168
6436,3209
6437,3060
6438,2713
6439,2353
6440,2079
6441,1925
6442,1836
6443,1783
6444,1811
6445,1945
6446,2182
6447,2510
6448,2770
6449,3008
6450,3252
6451,3428
6452,3390
6453,3267
6454,3326
6455,3376
6456,3356
6457,3316
6458,3227
6459,3144
6460,3213
6461,3072
6462,2722
6463,2376
6464,2078
6465,1934
6466,1842
6467,1777
6468,1839
6469,1989
6470,2260
6471,2565
6472,2814
6473,3057
6474,3328
6475,3532
6476,3486
6477,3382
6478,3456
6479,3534
6480,3564
6481,3540
6482,3410
6483,3285
6484,3302
6485,3166
6486,2870
6487,2502
6488,2188
6489,2002
6490,1884
6491,1818
6492,1851
6493,1987
6494,2221
6495,2538
6496,2798
6497,3064
6498,3341
6499,3547
6500,3507
6501,3419
6502,3474
6503,3523
6504,3534
6505,3500
6506,3349
6507,3202
6508,3191
6509,3015
6510,2728
6511,2422
6512,2156
6513,2008
6514,1892
6515,1808
6516,1824
6517,1913
6518,2083
6519,2285
6520,2493
6521,2779
6522,3050
6523,3270
6524,3256
6525,3173
6526,3218
6527,3286
6528,3312
6529,3318
6530,3227
6531,3110
6532,3109
6533,2942
6534,2628
6535,2320
6536,2077
6537,1927
6538,1811
6539,1727
6540,1749
6541,1837
6542,2004
6543,2158
6544,2369
6545,2632
6546,2922
6547,3166
6548,3232
6549,3238
6550,3359
6551,3507
6552,3597
6553,3637
6554,3622
6555,3453
6556,3423
6557,3215
6558,2815
6559,2404
6560,2065
6561,1854
6562,1744
6563,1749
6564,1827
6565,1961
6566,2247
6567,2601
6568,2856
6569,3076
6570,3299
6571,3479
6572,3762
6573,3974
6574,4156
6575,4284
6576,4353
6577,4307
6578,4137
6579,3894
6580,3816
6581,3556
6582,3098
6583,2630
6584,2242
6585,2025
6586,1892
6587,1869
6588,1911
6589,2049
6590,2338
6591,2684
6592,2925
6593,3113
6594,3362
6595,3554
6596,3813
6597,4029
6598,4191
6599,4285
6600,4330
6601,4255
6602,4016
6603,3823
6604,3750
6605,3510
6606,3089
6607,2642
6608,2301
6609,2128
6610,1995
6611,1918
6612,1929
6613,2052
6614,2302
6615,2608
6616,2880
6617,3136
6618,3431
6619,3669
6620,3691
6621,3655
6622,3768
6623,3843
6624,3864
6625,3809
6626,3626
6627,3446
6628,3402
6629,3231
6630,2856
6631,2446
6632,2132
6633,1971
6634,1895
6635,1842
6636,1855
6637,2002
6638,2219
6639,2540
6640,2797
6641,3043
6642,3307
6643,3512
6644,3441
6645,3291
6646,3329
6647,3345
6648,3333
6649,3288
6650,3164
6651,3087
6652,3138
6653,3013
6654,2689
6655,2285
6656,2011
6657,1874
6658,1777
6659,1719
6660,1751
6661,1897
6662,2156
6663,2501
6664,2777
6665,3018
6666,3264
6667,3431
6668,3345
6669,3190
6670,3167
6671,3169
6672,3114
6673,3038
6674,2909
6675,2867
6676,2921
6677,2801
6678,2522
6679,2217
6680,1961
6681,1840
6682,1733
6683,1673
6684,1700
6685,1824
6686,1996
6687,2223
6688,2431
6689,2649
6690,2912
6691,3092
6692,3012
6693,2863
6694,2827
6695,2811
6696,2781
6697,2747
6698,2675
6699,2694
6700,2774
6701,2697
6702,2465
6703,2146
6704,1903
6705,1769
6706,1663
6707,1612
6708,1640
6709,1771
6710,1929
6711,2101
6712,2306
6713,2562
6714,2833
6715,3031
6716,2953
6717,2827
6718,2835
6719,2848
6720,2850
6721,2836
6722,2831
6723,2790
6724,2860
6725,2739
6726,2423
6727,2071
6728,1777
6729,1636
6730,1600
6731,1632
6732,1710
6733,1861
6734,2157
6735,2501
6736,2772
6737,2923
6738,3086
6739,3172
6740,3331
6741,3395
6742,3374
6743,3373
6744,3309
6745,3207
6746,3064
6747,3009
6748,3073
6749,2925
6750,2574
6751,2204
6752,1881
6753,1727
6754,1658
6755,1668
6756,1739
6757,1974
6758,2277
6759,2621
6760,2803
6761,2924
6762,3066
6763,3139
6764,3282
6765,3320
6766,3279
6767,3249
6768,3177
6769,3058
6770,2860
6771,2896
6772,2954
6773,2849
6774,2525
6775,2199
6776,1953
6777,1830
6778,1735
6779,1671
6780,1724
6781,1874
6782,2118
6783,2488
6784,2784
6785,2978
6786,3191
6787,3336
6788,3201
6789,2996
6790,2983
6791,2934
6792,2884
6793,2827
6794,2730
6795,2783
6796,2855
6797,2778
6798,2545
6799,2221
6800,1942
6801,1814
6802,1722
6803,1667
6804,1722
6805,1856
6806,2107
6807,2419
6808,2663
6809,2858
6810,3035
6811,3155
6812,3029
6813,2829
6814,2800
6815,2734
6816,2646
6817,2580
6818,2538
6819,2629
6820,2687
6821,2648
6822,2474
6823,2247
6824,2105
6825,2030
6826,2005
6827,1971
6828,1981
6829,2007
6830,2174
6831,2441
6832,2656
6833,2850
6834,3061
6835,3177
6836,3030
6837,2812
6838,2779
6839,2714
6840,2638
6841,2580
6842,2529
6843,2608
6844,2656
6845,2580
6846,2364
6847,2134
6848,1953
6849,1928
6850,1917
6851,1809
6852,1843
6853,1898
6854,2067
6855,2217
6856,2356
6857,2557
6858,2768
6859,2882
6860,2756
6861,2582
6862,2548
6863,2518
6864,2493
6865,2481
6866,2459
6867,2538
6868,2605
6869,2530
6870,2378
6871,2193
6872,2049
6873,1965
6874,1845
6875,1748
6876,1727
6877,1813
6878,1943
6879,2076
6880,2276
6881,2441
6882,2662
6883,2821
6884,2747
6885,2629
6886,2659
6887,2691
6888,2713
6889,2744
6890,2784
6891,2797
6892,2844
6893,2713
6894,2396
6895,2052
6896,1790
6897,1664
6898,1610
6899,1638
6900,1719
6901,1879
6902,2138
6903,2472
6904,2708
6905,2849
6906,2995
6907,3089
6908,3268
6909,3360
6910,3421
6911,3450
6912,3429
6913,3350
6914,3203
6915,3141
6916,3152
6917,2972
6918,2620
6919,2221
6920,1923
6921,1751
6922,1655
6923,1685
6924,1763
6925,1919
6926,2208
6927,2507
6928,2751
6929,2856
6930,3001
6931,3107
6932,3301
6933,3421
6934,3482
6935,3524
6936,3502
6937,3413
6938,3203
6939,3142
6940,3126
6941,2979
6942,2652
6943,2288
6944,2034
6945,1898
6946,1787
6947,1704
6948,1733
6949,1877
6950,2129
6951,2464
6952,2723
6953,2935
6954,3175
6955,3362
6956,3328
6957,3258
6958,3346
6959,3418
6960,3431
6961,3414
6962,3289
6963,3248
6964,3215
6965,3061
6966,2786
6967,2400
6968,2094
6969,1921
6970,1803
6971,1754
6972,1836
6973,1961
6974,2193
6975,2559
6976,2848
6977,3040
6978,3260
6979,3417
6980,3362
6981,3246
6982,3295
6983,3305
6984,3282
6985,3224
6986,3107
6987,3109
6988,3110
6989,2973
6990,2730
6991,2430
6992,2166
6993,1958
6994,1844
6995,1783
6996,1812
6997,1941
6998,2210
6999,2529
7000,2822
7001,3033
7002,3293
7003,3495
7004,3383
7005,3217
7006,3222
7007,3209
7008,3155
7009,3085
7010,2941
7011,2928
7012,2884
7013,2756
7014,2477
7015,2229
7016,1988
7017,1864
7018,1756
7019,1705
7020,1754
7021,1870
7022,2055
7023,2298
7024,2532
7025,2749
7026,2968
7027,3124
7028,2999
7029,2792
7030,2729
7031,2694
7032,2646
7033,2607
7034,2562
7035,2638
7036,2636
7037,2535
7038,2277
7039,2032
7040,1867
7041,1786
7042,1726
7043,1683
7044,1673
7045,1752
7046,1920
7047,2119
7048,2332
7049,2568
7050,2789
7051,2940
7052,2799
7053,2601
7054,2521
7055,2490
7056,2439
7057,2427
7058,2465
7059,2559
7060,2605
7061,2506
7062,2211
7063,1934
7064,1684
7065,1568
7066,1518
7067,1554
7068,1641
7069,1814
7070,2112
7071,2436
7072,2694
7073,2782
7074,2893
7075,2925
7076,3009
7077,3032
7078,3004
7079,2952
7080,2873
7081,2778
7082,2694
7083,2756
7084,2773
7085,2681
7086,2375
7087,2050
7088,1772
7089,1632
7090,1585
7091,1594
7092,1656
7093,1813
7094,2100
7095,2458
7096,2691
7097,2751
7098,2833
7099,2859
7100,2958
7101,2971
7102,2928
7103,2863
7104,2784
7105,2691
7106,2548
7107,2691
7108,2721
7109,2646
7110,2371
7111,2041
7112,1820
7113,1715
7114,1654
7115,1621
7116,1677
7117,1815
7118,2088
7119,2451
7120,2684
7121,2852
7122,3041
7123,3164
7124,3025
7125,2806
7126,2756
7127,2705
7128,2640
7129,2598
7130,2568
7131,2700
7132,2716
7133,2633
7134,2356
7135,2035
7136,1802
7137,1696
7138,1627
7139,1606
7140,1660
7141,1803
7142,2031
7143,2393
7144,2692
7145,2864
7146,3047
7147,3180
7148,3038
7149,2821
7150,2788
7151,2741
7152,2685
7153,2652
7154,2607
7155,2731
7156,2754
7157,2654
7158,2381
7159,2059
7160,1816
7161,1749
